codigo_produto;produto;secao;custo_atual;preco_atual;ncm
00006188;VASO DE FLORES DE CERAM DECOR 15X12;DIVERSOS;14.36;36.00;69139000
00006187;VASO DE FLORES DE CERAM DECOR 19X14 NATALUZ;DIVERSOS;22.43;57.00;69139000
00006185;RELOGIO DE MESA DECOR 13X19 NATALUZ;DIVERSOS;50.39;126.00;91052900
00001185;PORTA TRAVESSEIRO 0.50/0.70 MARTINA C/LAISE LAVIVE;CAPAS;30.39;69.00;63023200
00006207;KIT COBRE LEITO S. KING 03 PÇS 200 FIOS VIRA DOBLO JASMINE L;COBRE LEITO;311.63;726.00;63049110
00000077;FRONHA AVULSA 100% ALGODAO TEKA HARMONIA;FRONHA;4.99;12.00;63023100
00003974;PERFUME BLACK XS PACO RABANNE FEMME 50ML;PERFUME FEMININO;132.50;329.00;33030020
00000705;EDREDON QUEEN BLEND ELEGANCE ALTENBURG;EDREDON;246.39;585.00;94049000
00000710;TAPETE 0.40/0.60 DIVERSOS TIPO CARPETE SAO CARLOS;TAPETE;5.50;21.00;57033000
00005515;TAPETE SAO CARLOS 2.00/2.50 CHEVRON;TAPETE;797.66;1797.00;57024200
00003287;TAPETE SAO CARLOS NEEW BOUCLE 3.00/4.00;TAPETE;100.94;2865.00;57029200
00003286;TAPETE SAO CARLOS SHOW 1.00/1.50;TAPETE;216.16;528.00;57033000
00005947;FRONHA BODY PILLOW TOQUE ACETINADO 0.40/1.30 ALTENBURG;FRONHA;13.83;36.00;63022200
00000193;ROUPAO INFANTIL P CONFET/CIRANDA LEPPER;ROUPAO;19.27;45.00;62089100
00003600;TAPETE SAO CARLOS SNAP 2.00/2.50;TAPETE;601.42;1137.00;57033000
00002313;KIT PERFUME CICLO PERFUME+HIDRATANTE;PERFUME FEMININO;47.65;119.00;94049000
00004131;PERFUME CK CK IN2U HER FEMME CALVIN KLEIN  100ML;PERFUME FEMININO;198.81;399.00;33030020
00006213;COLCHA BABY ARTEX 100 % ALGODAO ARTEX;COLCHA;39.40;93.00;94049000
00000688;COBERTOR KING BLANKET 600 GRAMAS KACYUMARA;COBERTOR;233.78;526.00;63014000
00000024;EDREDON SOLTEIRO 01 FACE MISTO LEPPER;EDREDON;49.30;93.00;63041990
00003175;PORTA SABONETE LIQUIDO DE CERAMICA COLMEIA 330ML WOLFF;DIVERSOS;13.99;32.00;69120000
00005637;CONJUNTO 4 CANECAS DE CAFE DE CERAMICA GRANILITE 90 ML WOLFF;DIVERSOS;12.85;30.00;63023900
00005150;TAPETE BRILHANTE 2.00/2.00 REDONDO FIBRA CURTA BUCHARA;TAPETE;375.63;924.00;57033000
00000746;FORRO DE BANDEIJA LINHO BORDADO GLORIA;TOALHA DE MESA;2.00;4.80;63080000
00006236;TRILHO DE MESA 40X90 GUIPIR HOLANDES /FRANCES RUDDER;CAMINHO DE MESA;27.90;69.00;63025300
00006231;FORRO BANDEJA OU AMERICANO EM RENDA BORDADO RUDDER;DIVERSOS;11.63;30.00;63025300
00005130;COBRE LEITO KING 03 PÇS 300 FIOS ALESSIA/DAVENA ANDREZA;COBRE LEITO;303.70;639.00;63041910
00003776;JOGO DE CAMA QUEEN 03 PÇS 100%ALG.KIT MIX ARTEX;JOGO DE CAMA;27.44;84.00;63022100
00005596;PERFUME CH GOOD GIRL TRADICIONAL 80ML CAROLINA HERRERA;PERFUME FEMININO;446.80;890.00;33030020
00002685;COBRE LEITO QUEEN 03 PÇS MICROFIBRA AZUL PROMOCIONAL CAMESA;COBRE LEITO;50.63;186.00;94049000
00003566;COBRE LEITO KING 03 PÇS MICROFIBRA AZUL PROMOCIONAL CAMESA;COBRE LEITO;0.00;174.00;94049000
00005182;COLCHA SOLTEIRO 02 PÇS 1.80/2.30 MONTBLANC J.SERRANO;COLCHA;47.25;105.00;63041990
00001029;JOGO DE CAMA QUEEN 03 PCS 100 % ALGODAO ANDREZA;JOGO DE CAMA;35.60;78.00;63023100
00001264;TOALHA MESA 1.40/2.10 MISTA 0.66 ALGODAO 0.34 POLIESTER KARS;TOALHA DE MESA;18.97;48.00;63025100
00002557;FRONHA TRAV.BEBE  PCT C/ 03 LICENCIAD.100% ALGODAO COLIBRI;FRONHA;12.63;24.00;\N
00005721;CONJ.MOLETON BLUSAO/CALÇA 2 A 8 ANOS MALWEE;CONFECCOES;36.38;75.00;61042200
00005936;ORGANIZADOR MULTIUSO FLOW CHUMBO;DIVERSOS;22.05;54.00;39249000
00005940;COBRE LEITO KING 03PÇS COPPELIA LUXUS BUDDEMEYER;COBRE LEITO;708.13;1589.00;94044000
00006224;CANECA SLIM ALLEANZA ;DIVERSOS;10.59;24.00;69120000
00001050;COBRE LEITO CASAL 03 PÇS 60% ALGODAO 40 % POLIESTER ANDREZA;COBRE LEITO;94.90;210.00;63041990
00001513;TAPETE SAO CARLOS SISAL NEW BOUCLE 1.50/2.00;TAPETE;245.09;1180.00;57029200
00001036;TAPETE DEDINHO/DALLAS 0.50/0.70 COOTEX FATEX/HABITAT;TAPETE;16.50;42.00;57033000
00002188;TAPETE 0.50/0.80 ALG.TINGIDO DUNA/VARIADOS FATEX;TAPETE;19.55;39.00;70193900
00005652;PERFUME BURBERRY BRIT MEN 100ML;PERFUME MASCULINO;193.25;389.00;33030020
00006138;SAIA MACHEADA DELICATA QUEEN MARKEN FASSI;SAIA PARA COLCHAO;168.30;417.00;63023100
00005388;COBRE LEITO CASAL 03 PÇS 200 FIOS BORD. SUNSET/ADELE MARKEN;COBRE LEITO;349.20;699.00;63023100
00005424;COBRE LEITO CASAL 03 PCS MICROFIBRA BLEND BASIC ANDREZA;COBRE LEITO;51.40;120.00;94049000
00004028;PERFUME LA VIE EST BELLE FEMME  LANCOME 30ML;PERFUME FEMININO;126.15;312.00;33030010
00004082;PERFUME CK ETERNITY WOMAN CALVIN KLEIN 100ML;PERFUME FEMININO;203.68;598.00;33030010
00003630;CORTINA ESTAMPADA 4.00/2.50 VENEZA/TAIS DOHLER;CORTINA;86.43;309.00;63031200
00002335;TAPETE 0.45/0.65 ANTIDERRAPANTE TIMES VARIADOS INYLBRA;TAPETE;11.42;25.50;57032000
00003153;FRONHA  C/ 04 ABAS 200 FIOS 0.50/0.70 DUCENT KACYUMARA;FRONHA;19.62;37.50;63023100
00002689;COBRE LEITO QUEEN 03 PÇS BRISTOL CORTTEX/FATEX;COBRE LEITO;110.00;248.00;94049000
00002697;TAPETE 1.00/1.50 KIOTO FIBRA LONGA SINTETICA FATEX;TAPETE;143.45;297.00;57033000
00005840;ROLO DECORATIVO 1.40MT VEET;DIVERSOS;67.50;140.00;95030031
00003911;CAMINHO DE MESA 0.40/1.50 RENDADO FLORAL JOLITEX;CAMINHO DE MESA;44.49;98.00;63025300
00005035;MANTA QUEEN PROMOCIONAL;TAPETE;0.00;67.50;63014000
00005102;PERFUME AZZARO POUR HOMME 200 ML;PERFUME MASCULINO;180.17;549.00;33030020
00005023;JOGO DE LENÇOL MALHA P/ BERÇO AMERICANO BORDADO COLIBRI;JOGO DE BERÇO;38.00;84.00;63022100
00006234;TRILHO DE MESA 40X180 GUIPIR HOLANDES /FRANCES RUDDER;CAMINHO DE MESA;58.52;150.00;63025300
00006229;CAPA ALMOFADA RENDA BORDADA 45X45 RUDDER;CAPA;20.60;54.00;63025300
00003081;TAPETE NEW PREMIUM 1.50/2.00 FIBRA CURTA BUCHARA;TAPETE;151.21;396.00;57033000
00002943;PORTA RETRATO DE VIDRO TIMES FOFFY;DIVERSOS;9.29;28.50;70139900
00002293;CANECA /COPO TERMICO INOX QH0021-002 A TIMES FOFFY;DIVERSOS;11.43;36.00;39241000
00002801;ASSENTO PARA CARRO SAFETY & CONFORT 15 A 36 KG TUTTI BABY;CADEIRA;49.99;94.50;94017100
00005911;TOALHA DE MESA 2.40/2.40 LINHO BORDADO ANDREZA;TOALHA DE MESA;123.50;249.00;63025300
00005847;TOALHA BANHO 0.70/1.40 MARTINA DUPLA TORÇAO KARSTEN;TOALHAS AVULSA;29.76;60.00;63026000
00003601;TAPETE SAO CARLOS SNAP 2.00/2.90;TAPETE;697.63;1320.00;57033000
00003970;PERFUME KOUROS POUR HOMME YVESSAINTLAUREBT 100ML;PERFUME MASCULINO;177.92;389.00;33030020
00001970;COLCHA CASAL PIQUET 2.20/2.50 RAU TEXTIL;COLCHA;93.27;183.00;\N
00005271;CAMINHO DE MESA 0.40/1.50 LINHO BORDADO ANDREZA;CAMINHO DE MESA;33.90;72.00;63025300
00003284;CORTINA DUPLEX CASUAL 2.50/4.00 V.4 MT  VOIL FORRO POL.BELLA;CORTINA;197.90;378.00;63039200
00001181;SAIA BABADO SOLTEIRO PROBOX LAISE LAVIVE;SAIA PARA COLCHAO;82.80;168.00;93041990
00004377;TOALHA MESA 160 REDONDA REQUINTE DOHLER;TOALHA DE MESA;18.13;75.00;63025100
00000017;EDREDON CASAL 170 FIOS MICROFIBRA ZELO;EDREDON;99.00;198.00;94049000
00000072;JOGO DE CAMA SOLTEIRO 03 PCS ATIVA 100% ALG BOUTON;JOGO DE CAMA;45.70;87.00;63022100
00006223;SOPEIRA PORCELANA LIMOGES VENDANGE 4 L WOLFF;DIVERSOS;206.55;469.00;69111090
00006225;TAPETE DESENHO LADOGA 2.40/3.00 TELLAIO TEXTIL;DIVERSOS;580.72;1290.00;61044200
00002497;VARAO EXTENSIVEL 1.20/2.00 CM MULTIFUNCIONAL BELLA CASA;CORTINA;14.45;54.00;76152000
00000580;PROTETOR COLCHAO KING C/ ZIPER CENTRAL DO ALERGICO;PROTETOR DE COLCHAO;345.40;654.00;63022100
00006139;SAIA MACHEADA DELICATA KING MARKEN FASSI;SAIA PARA COLCHAO;184.30;457.00;63023100
00006233;TRILHO DE MESA 40X150 GUIPER FRANCES/HOLANDES HUDDER;CAMINHO DE MESA;49.38;117.00;63025300
00003982;PERFUME 212 VIP  FEMME CAROLINA HERRERA 50ML;PERFUME FEMININO;212.70;422.00;33030020
00003985;PERFUME 212 VIP   MEN CAROLINA HERRERA 100ML;PERFUME MASCULINO;222.00;679.00;33030020
00005365;TAPETE MICROFIBRA 0.40/0.60 ELEMENTAR CORTTEX;TAPETE;16.04;39.00;57024200
00002796;TAPETE VERONA 0.40/0.60 BUCHARA;TAPETE;10.25;30.00;57024200
00005075;EDREDON KING 150 FIOS DIAMANTE TEKA;JOGO DE CAMA;94.05;345.00;94049000
00004241;KIT 02  BOLSAS BEBE LUXO EMBORRACHADA C/ TROCADOR GADE BABY;BOLSAS;165.00;348.00;42022220
00005146;CORTINA DUPLEX 4.20/2.50 BORDADA RENAISSANCE  BELLA JANELA;CORTINA;164.88;396.00;63039200
00001873;JOGO DE CAMA KING 03 PÇS 180 FIOS PINHEIRO;JOGO DE CAMA;26.36;169.00;63014000
00005065;JOGO DE CAMA CASAL 04 PÇS 100 % ALGODAO ORIGENS TEKA;COLCHA;81.84;189.00;63022100
00001216;COBRE LEITO QUEEN 03 PÇS BLEND/ ELEGANCE FASHION ALTENBURG;COBRE LEITO;222.63;780.00;94049000
00005520;TOALHA ROSTO PONTO CRUZ MARINA/SOPHI KARSTEN;TOALHAS AVULSA;10.00;21.00;63026000
00003774;TAPETE ROMA 1.50/2.00 NIAZITEX;TAPETE;282.55;692.00;57029200
00002559;BABADOR COM APLICACAO DE BORDADO RE.3029/3027/3028 COLIBRI;BABADOR;18.14;39.00;62092000
00001639;COBERTOR INFANTIL ACALANTO MICROF. ESTAMP/PETIT COLIBRI;COBERTOR INFANTIL;20.17;54.00;63014000
00005394;KIT PARA PENTEAR DIVERTIDO FOR BABY /GALA;DIVERSOS;6.87;18.00;96151100
00006158;TRAVESSEIRO ROLINHO 100 % ALGODAO UNICO SANTISTA;TRAVESSEIROS;11.70;33.00;94049000
00002032;SAIA BABADO KING 1.93/2.03 PREMIER VERONA ALTENBURG;SAIA PARA COLCHAO;54.46;129.00;63022100
00001432;CORTINA INFANTIL1.50/1.80  PAINEL 02 LADOS  LICENC.LEPPER;CORTINA;55.78;177.00;63039100
00002694;TOALHA MESA 1.70/2.20 CELEBRATION KARSTEN;TOALHA DE MESA;52.54;120.00;63025100
00006235;TRILHO DE MESA 40X220 GUIPER HOLANDES /FRANCES RUDDER;CAMINHO DE MESA;67.50;165.00;63025300
00002035;TAPETE 0.50/.070 MULTI KACYUMARA;TAPETE;24.00;69.00;57050000
00003298;TAPETE 0.60/0.90 100% ALGODAO MIRROR KACYUMARA;TAPETE;51.33;102.00;57039000
00003378;TOALHA ROSTO 0.50/0.70 MIRA 340 PINHEIROS;TOALHAS AVULSA;3.90;13.50;63026000
00005318;PERFUME HYPNOTIC POISON FEMME 100 ML;PERFUME FEMININO;361.12;699.00;33030010
00002292;ABAJUR TIMES FOFFYS;ABAJUR;21.05;51.00;94054090
00001522;TAPETE SAO CARLOS SISAL NEW BOUCLE 1.00/1.50;TAPETE;99.89;258.00;57029200
00005966;MEIA CANO LOGO ESPORT.PERFOMACE PUMA /SELENE;CONFECCOES;12.90;25.50;61159600
00001817;JARRA VIDRO C/TAMPA 1,31L WOLFF;DIVERSOS;25.39;55.85;70134900
00001026;ESCULTURA BUDA EM POLIRESINA REF 13260 MART;DIVERSOS;39.51;177.00;39264000
00006217;MANTA TRICOT SHERPA TRIBUS 1,52X1,27 ROZAC;MANTA;60.34;141.00;63014000
00005227;PORTA TRAVESSEIRO 0.50/0.70 RENASCENCE HEDRONS;CAPAS;8.61;21.00;63023200
00001025;COBRE LEITO KING  MALHA PREMIER 03 PCS 2.90/2.70 ALTENBURG;COBRE LEITO;215.03;447.00;94049000
00001251;COBRE LEITO KING PLISSE 05 PÇS DUPLA FACE LAVIVE;KIT;260.51;549.00;63041990
00002299;COBRE LEITO KING 03 PÇS 60% ALGODAO 40 % POLIESTER ANDREZA;COBRE LEITO;118.37;264.00;63041990
00006155;SAIA BABADO KING GORGURAO  1.93/2.03 X 32 CM TEKA;SAIA PARA COLCHAO;43.58;108.00;563023100
00005904;CJ 3 PETISQUEIRAS C/ BANDEJA EM BAMBU LYOR 10X32X4,5 CM;DIVERSOS;29.22;63.00;61112000
00000777;TOALHA ROSTO PROMOÇAO;TOALHAS AVULSA;5.67;1.00;63026000
00006220;BODY VESTIDO BEBE PULLA BULLA;CONFECCOES;24.60;57.00;61112000
00006201;TAPETE SAO CARLOS SUPREME 2.50/3.50;TAPETE;583.78;1400.00;57024200
00004777;PERFUME JEAN PAUL LE MALE / LE PARFUM  HOMME 125ML;PERFUME MASCULINO;247.36;734.00;33030020
00002567;TAPETE ALICE 2.50/3.50 EDANTEX;TAPETE;1061.59;2570.00;57024200
00006051;COBRE LEITO KING 03 PÇS 300 FIOS LAZIO CASA K KACYUMARA;COBRE LEITO;427.90;995.00;63026000
00000116;TOALHA BANHO DORA  0.66/1.40  FIO DUPLA TORÇAO KARSTEN;TOALHAS AVULSA;18.93;43.50;63026000
00000074;JOGO DE CAMA SOLTEIRO 02 PÇS 150 FIOS PINHEIRO;JOGO DE CAMA;35.00;87.00;63014000
00004877;JOGO DE CAMA KING 04 PÇS 400 FIOS ARTELASSE;JOGO DE CAMA;326.05;615.00;63023100
00006238;TAPETE 0.50/0.90 DETROIT CORTTEX/FATEX;TAPETE;60.07;98.00;57033900
00003248;TOALHA BANHO JACQUARD  FIO PENTEADO TOTAL MIX ARTEX;TOALHAS AVULSA;19.23;42.00;63023900
00005495;PERFUME KIT GIVENCHY GENTLEMAN ONLY 100 ML ABS 75ML;PERFUME MASCULINO;223.84;499.00;33030020
00000623;ALMOFADA TIMES 0.32/0.32 HD 001-1 /ESCUDO TIMES MILENO;ALMOFADA;25.37;33.00;94049000
00000878;CAPA ALMOFADA 0.45/0.45 MICROFIBRA SORTIDO ROZAC;CAPA;3.90;10.50;63022200
00003875;KIT 02 TOALHAS LAVABO NATALINA 0.33/0.50 KARSTEN;TOALHAS AVULSA;13.91;28.50;63026000
00005131;COBRE LEITO KING 03 PÇS 250 FIOS ELISA/MATTIA  ANDREZA;COBRE LEITO;498.30;1044.00;94049000
00005594;PERFUME JEAN PAUL LE MALE ULTRA HOMME 125ML;PERFUME MASCULINO;327.90;656.00;33030020
00001581;COBRE LEITO QUEEN 03 PCS DENIN WASHED ROZAC;COBRE LEITO;96.41;198.00;94049000
00003026;CORTA LUZ VARAO DE 1  MT(1.40 LARG./2.20 ALTURA) BELLA JANEL;CORTINA;18.21;54.00;63039200
00000150;CAMINHO DE MESA LINHO BORDADO 1.00 METRO (PEQ.)GLORIA;CAMINHO DE MESA;5.00;12.00;63080000
00004965;JOGO DE CAMA QUEEN 04 PÇS 200 FIOS HEDRONS;JOGO DE CAMA;61.91;175.00;63014000
00000573;COLCHA QUEEN 2.40/2.30 ALLEGRO TEKA;COLCHA;20.91;48.00;63041910
00006219;JOGO DE CAMA SOLTEIRO PAESE  TRUSSARDI;DIVERSOS;362.23;799.00;63022100
00001574;TOALHA MESA 1.60/1.60 JACQUARD LISA REQUINTE DOHLER;TOALHA DE MESA;22.18;66.00;63025100
00002680;TOALHA MESA 1.80/2.70 CELEBRATION KARSTEN;TOALHA DE MESA;70.85;165.00;63025100
00006237;CAMISOLA +BORE MÃE E FILHO MALWEE;PIJAMAS;44.37;99.00;61083100
00003316;SAIA BABADO SOLTEIRO 0.88/1.88 PREMIER VERONA ALTENBURG;SAIA PARA COLCHAO;38.16;90.00;63022100
00003560;JOGO DE CAMA SOLTEIRO  03 PCS 200 FIOS RUBI DOHLER;JOGO DE CAMA;51.42;248.00;63022100
00005275;CAPA ALMOFADA 0.45/0.45 SOFT SHINE ADOMES;CAPA;13.80;39.00;63041990
00003616;PORTA TRAVESSEIRO BODY PILLOW CRISTAL 0.40/1.30 ALTENBURG;TRAVESSEIROS;44.64;90.00;94049000
00000882;TOALHA MESA 0.85/0.85 RENDADO JOLITEX;TOALHA DE MESA;54.97;120.00;63025300
00005653;PERFUME PUCCINI LOVELY  BLUE WOMEN 100 ML;PERFUME FEMININO;94.53;234.00;33030020
00004762;PERFUME FLOWER BY KENZO POUR  FEMME 100ML;PERFUME FEMININO;354.36;709.00;33030020
00005387;COBRE LEITO QUEEN 03 PÇS 200 FIOS BORD. SUNSET/ADELE MARKEN;COBRE LEITO;402.30;894.00;63023100
00002826;JOGO DE CAMA KING 04 PÇS 200 F. DOBRA FEITA MONET/FRIDA BUDD;JOGO DE CAMA;191.26;393.00;63022100
00004290;PERFUME HUGO BOSS MAN  40 ML;PERFUME FEMININO;124.67;237.00;33030020
00002220;LENCOL AVULSO SOLTEIRO 200 FIOS 40 CM ALTURA LEPPER;LENCOL AVULSO;39.14;87.00;63021000
00004460;PERFUME MISS GABRIELA SABATINI 60ML;PERFUME FEMININO;97.83;195.00;33030020
00005317;COBERTOR NALES  QUEEN TRUSSARDI;COBERTOR;301.85;669.00;63014000
00001776;CAPA PARA COLCHAO CASAL MALHA PRODUTEX/FIO NOBRE;CAPAS;9.71;21.00;63041990
00004766;PERFUME JEAN PAUL GAULTIER CLASSIQUE LES FEMMES EUA DE PARFU;PERFUME FEMININO;262.55;672.00;33030020
00003078;TAPETE JOLITEX DOMO/TOP PLUS 0.50/0.80;TAPETE;20.50;43.50;57033000
00005082;CORTINA INFANTIL DISNEY 1.80/2.00 BLACKOUT SANTISTA COTEMINA;CORTINA;70.15;142.00;63039100
00005315;PERFUME ANGE OU DEMON FEMME GIVENCHY PARIS 100ML;PERFUME FEMININO;262.55;894.00;33030010
00001346;SAIA BABADO QUEEN 1.60/2.00 GORGURIM ANDREZA;SAIA PARA COLCHAO;0.00;78.00;63023900
00003517;LENCOL AVULSO KING MALHA IN COTTON 35 ALT. ALTENBURG;LENCOL AVULSO;35.91;88.50;63021000
00001957;MACACAO BABY  ML  MASC/FEM SONHART;PIJAMAS;45.73;165.00;61089100
00004464;PERFUME POLO RED RALPH LAUREN 125ML;PERFUME MASCULINO;240.55;598.00;33030020
00006218;SAIA BOX QUEEN 1.58/2.00 LUMA RENDAS HEDRONS;SAIA PARA COLCHAO;47.55;120.00;63023200
00002235;EDREDON KING PERCAL 200 FIOS VIDA BELA KACYUMARA;EDREDON;250.84;576.00;94049000
00000259;COBRE LEITO SOLTEIRO 02 PÇS ULTRA SONIC ESTAMPADA CAMESA;COBRE LEITO;49.89;108.00;94049000
00001379;MANTA CASAL MICROF. 300 GR VELOUR NEO CAMESA;MANTA TIPO COBERTOR;48.58;126.00;63014000
00005651;PERFUME ARSENAL BLUE  MEN GILLES CANTUEL 100ML;PERFUME FEMININO;94.59;329.00;33030020
00002054;TOALHA MESA 1.40/1.40 RENDA LEPPER;TOALHA DE MESA;11.90;30.00;63025300
00006131;CALÇA LEEGGING C/RECORTE CIRRE CELENE;CONFECCOES;39.90;84.00;61046300
00004674;PERFUME ARMANI CODE FEMME EDT 75ML;PERFUME FEMININO;242.54;798.00;33030020
00003865;TAPETE JOLITEX RIVIERA 1.00/1.50;TAPETE;70.04;171.00;57050000
00005411;CAPA ALMOFADA 0.45/0.45 VELVET REF 9010 ADOMES;CAPA;8.01;18.00;63041990
00004551;ALMOFADA SORELLA/VERAZZI 30CMX50CM TRUSSARDI;DIVERSOS;124.49;298.00;94049000
00004557;JOGO DE CAMA PALLAVERI QUEEN TRUSSARDI;JOGO DE CAMA;679.21;1556.00;63022100
00006246;KIT 3PÇS 2 BODY E 1 CALÇA HAVE FUN;CONFECCOES;33.80;75.00;61112000
00005220;CALÇA JEANS BEBE FEM/MASC  P,M,G,GG LOOK JEANS;CONFECCOES;35.44;81.00;62092000
00005614;SUSPENSORIO ELASTICO POLO INFANTI;CONFECCOES;10.49;24.00;62129000
00005724;CALÇA SARJA P AO G POLO INFANTI;CONFECCOES;35.46;81.00;61034200
00005612;CJ 4 PC DE AÇO INOX P/VINHO C/ CAIXA WOLFF;DIVERSOS;31.71;169.00;82055100
00004914;TENIS VELCRO SINTETICO COM TECIDO MASC TURMA DO PEZINHO;CONFECCOES;35.10;68.00;64059000
00006214;JODO DE BERÇO 03 PÇS 180 FIOS ARTEX;JOGO DE BERÇO;39.75;96.00;94049000
00002382;COBRE LEITO QUEEN 03 PÇS 200 F.BORD.CLASSIC MARKEN FASSI;COBRE LEITO;547.23;1062.00;63023100
00000513;SAIA BABADO CASAL 1.38/1.88 PREMIER VERONA GORG.ALTENBURG;SAIA PARA COLCHAO;45.11;105.00;63022100
00004469;PERFUME JEAN PAUL LA BELLE FEM 100ML;PERFUME FEMININO;469.45;939.00;33030020
00005699;CORTINA ECCO LINE 5,60/2.80 VARAO DE 4 MTS TAPECOL;CORTINA;271.13;555.00;63039900
00006056;EDREDON KING LAZIO 300 FIOS CASA K  KACYUMARA;EDREDON;358.41;827.00;94049000
00006244;KIT MATERNIDADE FEM/MASC HAVE FUN;CONFECCOES;68.04;150.00;61112000
00005836;CAPA PARA TRAVESSEIRO TECIDO BOR. INGLES VEET BABY MAINART;FRONHA;17.90;39.00;63041990
00001984;EDREDON KING SIZE MALHA SONHART;EDREDON;470.68;1337.00;94049000
00004412;MANTA P/ESTOFADO 1.70/1.40 DUPLA FACE ADOMES;MANTA;13.52;72.00;63041100
00003555;CESTO FLOW 27X12X13 OU;DIVERSOS;9.19;24.00;39249000
00004159;CORTINA PRATIKA SPECIALE 2.50/3.00 SORTIMENTO BELLA JANELLA;CORTINA;0.00;59.90;63039200
00001404;TOALHA ROSTO 0.48/0.90 DUAL BUDDEMEYER;TOALHAS AVULSA;18.57;36.00;63026000
00004344;TOALHA BANHO INFANTIL 0.70/1.40 VELOUR LICENCIADOS DOHLER;TOALHAS AVULSA;14.75;31.50;63026000
00000701;TOALHA ROSTO DORA 0.48/0.70 FIO DUPLA TORÇAO KARSTEN;TOALHAS AVULSA;8.27;21.00;63026000
00006247;CONJ.BOBY E CALÇA ESTAMPADO SORTIDAS HAVE FUN;CONFECCOES;16.04;36.00;61112000
00005801;PERFUME OLYMPEA INTENSE 80 ML PACO RABANNE;PERFUME FEMININO;277.64;589.00;33030020
00004716;CONJUNTO FEMININO BEBE SHORT JEANS/TECIDO PULLA BULLA P,M G;CONFECCOES;28.94;63.00;61112000
00005516;LEGGING FEMENINA PULLA BULLA;CONFECCOES;13.14;30.00;61112000
00005997;CONJ.BLUSA M/L MALHA /LEGGING 2 A 8 ANOS BRANDILI;CONFECCOES;27.66;57.00;61042200
00005330;TAPETE ANDREZA PERSA DIVERSOS 1.50/2.00;TAPETE;201.85;492.00;57050000
00003292;CORTINA RUSTICA PANTEX 6.60/2.50 BELLA JANELA;CORTINA;113.53;279.00;63039200
00001146;COBRE LEITO CASAL 03 PCS DENIN WASHED ROZAC;COBRE LEITO;77.08;177.00;94049000
00005730;PESEIRA  SORELLA TRUSSARDI;MANTA;353.69;779.00;63049200
00002655;ESCOVA PARA LIMPEZA DE SILICONE BASIC LYOR;DIVERSOS;2.06;6.00;96039000
00005561;CONJ MASC.MACHAO MM BERMUDA SARJA HAVE FUN;CONFECCOES;44.70;90.00;61032200
00006243;TAPETE PLUSH VERSATILE 0.52/1.20  HEDRONS;TAPETE;20.28;63.00;57039000
00003405;TAPETE SAO CARLOS JOY /GUARUJA1.50/2.00;TAPETE;361.10;597.00;57033000
00003666;BOWL DE VIDRO 130 ML LYOR;CONFECCOES;1.17;2.90;70134900
00005998;TAPETE RETALHO MAIOR PROMOCIONAL;CONFECCOES;0.00;9.90;61112000
00000462;JOGO DE CAMA SOLTEIRO 03 PCS TEKA FLORENCA 100%ALG;JOGO DE CAMA;41.34;96.00;63022100
00005599;SAIA BABADO KING 1.93X2.03+33CM ARTE & CAZZA;SAIA PARA COLCHAO;24.00;72.00;63023900
00003347;TAPETE CAPACHO EMBORRACHADO FLOCADOS 0.45/0.61 JOLITEX;TAPETE;22.17;43.50;57024200
00002409;TOALHA MESA 1.80 REDONDA NATALINA GLITER A.S TEXTIL;TOALHA DE MESA;20.40;36.00;\N
00005058;TAPETE ALGODAO INFANTIL ESTAMPADO DOTS 0.50/0.70 LEPPER;TAPETE;20.44;45.00;57032000
00002365;TECIDO PARA TOALHA DE MESA BELFORT SANTORINI KARSTEN;TOALHA DE MESA;10.32;19.50;93026000
00004997;CAPA ALMOFADA 0.45/0.45 VELUDO AMASSADO REF 859 ADOMES;CORTINA;8.90;18.00;63041990
00001858;CAPA PARA COLCHAO QUEEN MALHA VENESA 30 ALT.;CAPAS;67.89;129.00;63021000
00006245;KIT CUECA BOX COTTON ELASTICO HAVE FUN;CONFECCOES;20.42;48.00;61071100
00003587;TAPETE FIO DE SEDA 2.00/3.00 PREMIUM J.SERRANO/ PINHEIRO;TAPETE;627.04;869.00;57024200
00006150;PROTETOR COLCHAO SOLTEIRO KNG IONS DE PRATA 47 CM ALTENBURG;PROTETOR DE COLCHAO;97.19;225.00;94049000
00004333;TAPETE LUNA 1.50/2.00 FIBRA LONGA BUCHARA;TAPETE;240.55;738.00;57033000
00005740;JOGO DE BERCO 03 PCS 100 % ALGODAO SANTISTA BABY COTEMINAS;JOGO DE CAMA;22.34;51.00;63022100
00002829;TOALHA MESA 1.60/1.60 JACQUARD LISO LUMINA II DOHLER;TOALHA DE MESA;21.18;48.00;63025100
00004648;BODY MANGA LONG/ MANGA CURTA BASIC FEM/MASC HAVE FUN;CONFECCOES;8.15;18.00;61112000
00004451;MEIA SAPATILHA INFANTIL N 25 A 28 REF. 2310 SELENE;MEIA BEBE;4.06;9.00;61159500
00004223;PEL CACHO/GIRAFA/URSO/DINOSS/LEAO/MACACO DD-GD0998 FOFFY;PELUCIA;34.68;99.00;95030031
00000260;TOALHA MESA 1.55/3.00 RENDA LEPPER;TOALHA DE MESA;25.17;63.00;63025300
00004226;CENTOPEIA P MULTCOR  LISTRADA GTA8017B FOFFY;PELUCIA;19.04;45.00;95030031
