Codigo;data_nascimento;genereo;cidade;setor;limite
113611;0000-00-00;F;Anápolis;ANAPOLIS CITY;0.00
180740;0000-00-00;F;Anápolis;JAIARA;0.00
059590;1964-11-05;F;Anápolis;MARACANA;0.00
038653;1969-11-16;F;Anápolis;PARQUE DOS PIRINEUS;0.00
101838;1987-11-10;F;Anápolis;CHACARAS COLORADO;0.00
008592;1957-01-30;F;Anápolis;RES ANA CAROLINA;0.00
098102;0000-00-00;F;Anápolis;ALEXANDRINA;0.00
012960;1957-06-02;F;Anápolis;ANTONIO FERNANDES;0.00
091322;1976-08-05;F;Anápolis;JARDIM DAS SAMAMBAIA;0.00
092935;1974-01-11;F;Anápolis;SANTA MARIA DE NAZAR;0.00
042149;1981-09-27;F;Anápolis;CENTRO ANAPOLIS;0.00
119216;0000-00-00;M;Anápolis;PARQUE IRACEMA;0.00
119519;1992-01-20;F;Anápolis;VERA CRUZ;0.00
110006;1978-07-04;M;Anápolis;BAIRRO SAO JOSE;0.00
066817;1972-12-21;F;Anápolis;CONJUNTO ELDORADO;0.00
048277;1979-10-20;F;Anápolis;ALEXANDRINA;0.00
106428;1943-04-10;F;Anápolis;NOVA VILA;0.00
109617;0000-00-00;F;Anápolis;JARDIM BANDEIRANTES;0.00
039773;1974-01-10;F;Anápolis;PARQUE BRASILIA;0.00
103963;1988-06-21;F;Anápolis;MIRAGE;0.00
056301;1951-07-20;F;Anápolis;SETOR SUL JAMIL MIGU;0.00
107733;1967-02-05;F;Anápolis;BANDEIRAS;0.00
013633;1953-06-28;F;Anápolis;ALEXANDRINA;0.00
107192;1988-09-17;F;Anápolis;ITABERAI;0.00
096839;1945-11-24;F;Anápolis;MARACANA;0.00
110236;1976-05-03;F;Anápolis;ALDEIA DOS SONHOS;0.00
102056;1984-08-18;F;Anápolis;BAIRRO SAO JOSE;0.00
099013;1963-11-28;F;Anápolis;ANTONIO FERNANDES;0.00
012533;1966-11-11;F;Anápolis;JUNDIAI;0.00
002575;1957-01-25;F;Anápolis;ESTANCIA VILA RICA;0.00
118855;1968-01-01;F;Anápolis;INTERLANDIA;0.00
059169;1969-11-07;F;Anápolis;BANDEIRAS;0.00
113308;1976-07-25;F;Anápolis;JUNDIAI;0.00
057961;1972-05-31;F;Anápolis;SANTANA;0.00
047084;1959-11-10;F;Anápolis;JAIARA;0.00
118679;1987-09-02;F;Anápolis;JARDIM DAS OLIVEIRAS;0.00
017910;1947-11-18;F;Anápolis;BRASILIA-DF;0.00
044702;1957-01-11;F;Anápolis;ALEXANDRINA;0.00
035287;1958-12-25;F;Anápolis;ITAMARATY;0.00
039354;1960-12-24;F;Anápolis;MIRAGE;0.00
059678;1958-09-28;F;Anápolis;ALEXANDRINA;0.00
049958;1977-02-07;F;Anápolis;FABRIL;0.00
116216;1968-04-20;M;Anápolis;ELDORADO;0.00
062355;1972-03-10;F;Anápolis;VILA NORTE;0.00
024655;1978-11-24;F;Anápolis;JARDIM ALEXANDRINA;400.00
180692;1979-01-30;F;Anápolis;ANAPOLIS;700.00
105042;1978-09-29;F;Anápolis;VILA BELA;0.00
096179;1967-08-19;F;Anápolis;RESIDENCIAL VALE DO;0.00
050791;1950-10-31;F;Anápolis;JAIARA;0.00
180800;1976-03-26;M;Anápolis;VILA VERDE;0.00
103120;0000-00-00;F;Anápolis;JARDIM DAS AMERICAS;0.00
053346;1974-08-08;F;Anápolis;SANTA ISABEL II;0.00
108602;0000-00-00;F;Anápolis;SANTA ISABEL 2ª ETPA;0.00
104326;1956-02-11;F;Anápolis;MARACANA;0.00
117293;1960-09-19;F;Anápolis;MARACANA;0.00
095857;1980-10-15;F;Anápolis;SAO CARLOS;0.00
100379;1982-09-17;F;Anápolis;NOVA VILA;0.00
054610;1965-10-15;F;Anápolis;MARACANA;0.00
056121;1963-05-11;F;Anápolis;ALVORADA;0.00
018423;1959-03-18;F;Anápolis;ALEXANDRINA;0.00
095047;1972-04-14;F;Anápolis;VILA MARIANA;0.00
110293;2008-08-06;F;Anápolis;DAIA;0.00
094179;1973-07-23;F;Anápolis;MARACANA;600.00
102010;1975-12-31;F;Anápolis;IAPC;0.00
100894;1987-02-01;F;Anápolis;SÃO CRISTOVÃO;0.00
109849;1988-07-21;F;Anápolis;SAO JOAQUIM;0.00
097018;0000-00-00;F;Anápolis;MARACANA;0.00
096694;1970-04-18;F;Anápolis;VILA GOIS;0.00
090319;1970-01-06;F;Anápolis;MARACANA;0.00
114046;1981-01-19;F;Anápolis;ESTANCIA VILA RICA;0.00
102179;1972-01-27;F;Anápolis;CENTRO;0.00
091933;1944-07-29;F;Anápolis;PARQUE BRASILIA;0.00
095321;1961-04-14;F;Anápolis;ALEXANDRINA;0.00
064309;1962-06-20;F;Anápolis;PARQUE IRACEMA;0.00
035390;1971-07-29;F;Anápolis;MARACANANZINHO;0.00
047706;1956-05-01;F;Anápolis;JK NOVA CAPITAL;0.00
093977;1972-02-07;F;Anápolis;RES. PEDRO LUDOVICO;400.00
059320;1985-10-20;F;Anápolis;JAIARA;0.00
053788;1961-05-09;F;Anápolis;JAIARA;0.00
096260;1959-11-23;F;Anápolis;RESIDENCIAL BELA VIS;0.00
023019;1948-01-04;F;Anápolis;SANTO ANDRE;0.00
102390;1979-04-18;F;Anápolis;NOVA VILA;0.00
107541;2001-03-09;F;Anápolis;DAIA;0.00
104695;1964-03-15;F;Anápolis;JAIARA;1000.00
113807;1995-12-24;F;Anápolis;ALEXANDRINA;0.00
095890;1958-02-17;F;Anápolis;SANTA ISABEL 1ª ETPA;0.00
107292;1963-01-28;F;Anápolis;JARDIM DAS AMERICAS;0.00
101813;1969-11-25;F;Anápolis;BANDEIRAS;0.00
044030;1978-03-19;F;Anápolis;CAMPOS ELISIOS;0.00
102642;1979-06-27;F;Anápolis;JARDIM DAS AMERICAS;0.00
118152;0000-00-00;F;Anápolis;ANAPOLIS;0.00
017676;1961-05-10;F;Anápolis;VILA VERDE;0.00
095123;0000-00-00;F;Anápolis;JUNDIAI INDUSTRIAL;0.00
044251;1985-12-04;F;Anápolis;RES ANA CAROLINA;0.00
098831;1960-05-07;F;Anápolis;VILA VERDE;0.00
115003;1954-11-16;F;Anápolis;BAIRRO DE LOURDES;0.00
098793;1982-12-22;M;Anápolis;ESCALA;0.00
061041;1980-01-20;F;Anápolis;JANDAIA;500.00
111516;1984-12-19;F;Anápolis;RESIDENCIAL ARCO IRI;550.00
017206;1966-12-18;F;Anápolis;ANTONIO FERNANDES;0.00
096270;1967-08-28;F;Anápolis;ALEXANDRINA;0.00
117263;1979-10-29;F;Anápolis;JARDIM PROGRESSO;0.00
066066;1987-04-23;F;Anápolis;SAO JORGE;0.00
101564;1986-07-28;F;Anápolis;JAIARA;0.00
118341;2018-01-05;F;Anápolis;JARDIM AMERICA;0.00
043192;1959-05-31;F;Anápolis;JUNDIAI INDUSTRIAL;0.00
031117;1960-09-01;F;Anápolis;JAIARA;0.00
095879;1944-06-10;F;Anápolis;PARQUE DOS PIRINEUS;0.00
093353;1952-04-27;F;Anápolis;BATISTA;0.00
016998;1946-05-06;F;Anápolis;MIGUEL JORGE;0.00
114349;1990-06-29;F;Anápolis;SAO CARLOS;0.00
105415;0000-00-00;F;Anápolis;SUNFLOWER RESIDENCIA;0.00
048207;1969-11-26;F;Anápolis;ANAPOLIS CITY;0.00
111054;1984-09-01;F;Anápolis;PARQUE IRACEMA;0.00
103246;1986-08-28;F;Anápolis;PARQUE DOS PIRINEUS;0.00
057878;1900-09-13;F;Anápolis;;0.00
053618;1963-11-25;F;Anápolis;VILA POPULAR;0.00
117299;0000-00-00;F;Anápolis;ALEXANDRINA;0.00
003627;1956-05-24;F;Anápolis;SAO CARLOS;0.00
026718;1968-01-14;F;Anápolis;ALEXANDRINA;0.00
052824;1953-05-20;F;Anápolis;CENTRO;0.00
119141;1958-07-02;F;Anápolis;JAIARA;0.00
051599;1957-03-15;F;Anápolis;JUNDIAI;0.00
061467;1956-11-15;F;Anápolis;MIRRAGE;0.00
044820;1945-01-20;F;Anápolis;ALEXANDRINA;0.00
020182;1964-08-26;M;Anápolis;ALEXANDRINA;0.00
014079;1938-11-01;F;Anápolis;CENTRO;0.00
056226;1984-10-30;F;Anápolis;MARACANA;0.00
107730;1994-05-05;F;Anápolis;ALEXANDRINA;0.00
095821;1975-01-26;F;Anápolis;SETOR SUL JAMIL MIGU;0.00
030545;1974-02-25;F;Anápolis;ITAMARATY;0.00
012027;1955-10-11;F;Anápolis;MARACANA;0.00
054260;1974-09-27;F;Anápolis;CENTRO;0.00
057524;1969-04-04;F;Anápolis;ALEXANDRINA;0.00
032721;1979-12-25;F;Anápolis;ITAMARATY 4ª ETAPA;0.00
043487;1963-03-24;F;Anápolis;VILAGE;0.00
042980;1981-07-25;F;Anápolis;JK SETOR OESTE;0.00
093481;1967-10-18;F;Anápolis;NOVA VILA;0.00
113941;0000-00-00;F;Anápolis;JAIARA;0.00
054227;1962-04-09;F;Anápolis;MARACANA;0.00
002114;1964-01-27;F;Anápolis;JUNDIAI;0.00
035322;1958-02-14;F;Anápolis;MARACANA;0.00
114062;1992-04-22;F;Anápolis;ITAMARATY 2 ETAPA;0.00
037639;0000-00-00;F;Anápolis;JARDIM DAS AMERICAS;0.00
030708;1955-08-06;F;Anápolis;SANTA MARIA DE NAZAR;0.00
060108;1954-08-19;F;Anápolis;MARACANA;0.00
107112;1975-08-22;M;Anápolis;JD. GUANABARA;0.00
053448;1980-09-25;F;Anápolis;CENTRO;0.00
066625;1965-01-17;F;Anápolis;SUMMERVILLE;0.00
098935;1987-12-30;F;Anápolis;BOUGANVILLE;0.00
067368;1974-03-06;F;Anápolis;JARANAPOLIS;0.00
106319;1961-07-30;F;Anápolis;ALEXANDRINA;0.00
066325;1982-09-12;F;Anápolis;BANDEIRAS;0.00
115021;0000-00-00;F;Anápolis;VILA DOS SARGENTOS 2;0.00
036022;1964-03-10;F;Anápolis;MARACANA;0.00
113280;1982-11-05;F;Anápolis;ALEXANDRINA;0.00
055051;1977-10-03;F;Anápolis;ITAMARATY;144.00
058412;1986-08-20;F;Anápolis;MONTE SINAI;0.00
116248;1982-02-12;F;Anápolis;ALDEIA DOS SONHOS;0.00
105307;1988-07-01;F;Anápolis;ALEXANDRINA;0.00
057258;1954-09-12;F;Anápolis;JD. PROGRESSO;0.00
097487;1961-04-18;F;Anápolis;ALEXANDRINA;0.00
054135;1990-04-19;F;Anápolis;VILA GOIS;0.00
054216;1944-12-23;F;Anápolis;ITAMARATY;0.00
107486;1980-03-09;M;Anápolis;ALEXANDRINA;0.00
106811;1965-08-12;F;Anápolis;JARDIM PROGRESSO;0.00
054881;1974-12-29;F;Anápolis;ALEXANDRINA;0.00
107474;1975-03-29;F;Anápolis;MARACANA;0.00
023965;1977-08-23;F;Anápolis;SANTA HELENA;0.00
091468;1969-11-03;F;Anápolis;ALEXANDRINA;0.00
039318;1949-01-15;F;Anápolis;DAS AMERICAS JARDIM;0.00
045675;1948-09-21;F;Anápolis;BAIRRO ALVORADA;0.00
061581;1969-09-25;F;Anápolis;ESTANCIA VILA RICA;0.00
046644;1973-01-23;F;Anápolis;NACOES UNIDAS;0.00
093873;1982-08-12;F;Anápolis;JARDIM DAS OLIVEIRAS;0.00
066757;1944-12-24;F;Anápolis;SANTO ANDRE;0.00
034129;1981-09-18;F;Anápolis;JARDIM ALEXANDRINA;0.00
107373;1981-06-19;F;Anápolis;ADRIANA PARQUE;0.00
095630;1985-05-14;M;Anápolis;PORTO RICO;0.00
061424;1965-07-19;F;Anápolis;ITAMARATY 2 ETAPA;0.00
005820;1959-05-13;F;Anápolis;ALEXANDRINA;0.00
053843;1980-05-11;F;Anápolis;JUNDIAI;0.00
097612;1949-02-25;F;Anápolis;ALEXANDRINA;0.00
113085;1989-08-04;F;Anápolis;RESIDENCIAL VALE DO;0.00
058027;1976-10-08;F;Anápolis;SAO JORGE;0.00
055827;1971-03-01;F;Anápolis;SANTA CECILIA;0.00
042673;1978-09-06;F;Anápolis;ANTONIO FERNANDES;0.00
051172;1972-04-14;F;Anápolis;JUNDIAI;0.00
091155;1981-12-21;F;Anápolis;SANTA MARIA DE NAZAR;0.00
103167;1984-08-10;F;Anápolis;GOIANAPOLIS CIDADE;0.00
065013;1964-08-06;F;Anápolis;MARACANA;0.00
108620;1987-10-27;F;Anápolis;CENTRO;0.00
059205;1983-02-27;F;Anápolis;ALEXANDRINA;0.00
050837;1959-10-27;F;Anápolis;JARDIM BANDEIRANTES;0.00
097108;1969-12-18;F;Anápolis;ALEXANDRINA;0.00
114846;1958-03-09;M;Anápolis;ALEXANIA;0.00
117610;1980-08-01;F;Anápolis;MIRAGE;0.00
110407;1955-07-23;F;Anápolis;MARACANA;0.00
049494;1974-07-23;F;Anápolis;SAO LOURENCO;0.00
027959;1945-07-05;F;Anápolis;ALEXANDRINA;0.00
091075;1973-08-31;F;Anápolis;JARDIM GOIANO;0.00
101943;1973-02-14;F;Anápolis;JUNDIAI;0.00
091829;1975-03-25;F;Anápolis;BANDEIRAS;0.00
093286;1982-11-27;F;Anápolis;ALEXANDRINA;0.00
107473;1960-05-24;F;Anápolis;SANTA MARIA DE NAZAR;0.00
097398;0000-00-00;F;Anápolis;PARQUE DOS PIRINEUS;0.00
047782;1965-06-29;F;Anápolis;GOIS;0.00
062228;1957-03-24;F;Anápolis;MARACANA;0.00
115004;1939-10-07;F;Anápolis;JAIARA;0.00
094315;1987-09-20;F;Anápolis;ALEXANDRINA;600.00
120587;1990-04-21;F;Anápolis;;0.00
040473;1979-12-10;F;Anápolis;VIVIAN PARQUE;0.00
106783;0000-00-00;F;Anápolis;LAGO DOS BURITIS;0.00
046490;1954-11-22;F;Anápolis;JARDIM DAS SAMAMBAIA;0.00
006118;1938-12-25;F;Anápolis;OPERARIA VILA;0.00
107162;1974-10-23;F;Anápolis;JARDIM EUROPA;0.00
094653;1950-04-02;F;Anápolis;BOA VISTA;400.00
065250;1982-02-05;F;Anápolis;RESIDENCIAL ARAGUAIA;0.00
100428;1961-06-26;F;Anápolis;VILA NORTE;0.00
093075;1973-01-06;F;Anápolis;RESIDENCIAL FLAMBOYA;0.00
116934;0000-00-00;F;Anápolis;CORUMBÁ;0.00
113518;1992-03-07;F;Anápolis;ALEXANDRINA;0.00
065274;1979-06-18;F;Anápolis;ITAMARATY;400.00
061719;1967-09-11;F;Anápolis;NOVA VILA;0.00
040700;1959-01-29;F;Anápolis;JK;0.00
110768;1978-10-25;F;Anápolis;MIRAGE;0.00
119931;1995-10-24;F;Anápolis;PARQUE IRACEMA;0.00
014712;1973-09-18;F;Anápolis;ALEXANDRINA;0.00
061007;1973-06-05;F;Anápolis;JARDIM DAS AMERICAS;0.00
095897;0000-00-00;F;Anápolis;CENTRO;0.00
090296;1936-02-09;F;Anápolis;MARACANANZINHO;700.00
119731;1989-07-19;F;Anápolis;ANTONIO FERNANDES;500.00
011195;1947-07-01;F;Anápolis;ALEXANDRINA;0.00
066493;1971-02-04;F;Anápolis;ANTONIO FERNANDES;0.00
046856;1979-02-08;F;Anápolis;SANTA CECILIA;0.00
094955;1976-10-02;F;Anápolis;GOIANIA;400.00
059299;1972-08-22;F;Anápolis;ALEXANDRINA;0.00
112764;1966-12-08;F;Anápolis;PARQUE IRACEMA;950.00
101866;1970-01-08;F;Anápolis;ADRIANA PARQUE;0.00
115516;0000-00-00;F;Anápolis;GOIANIRA;0.00
110347;1957-11-27;F;Anápolis;MARACANA;0.00
115014;1983-03-20;F;Anápolis;ITAMARATY 4ª ETAPA;0.00
053613;1939-07-29;F;Anápolis;ALEXANDRINA;480.00
036656;1966-10-20;F;Anápolis;MARACANA;0.00
041718;1972-06-01;F;Anápolis;JAIARA;0.00
061475;1941-04-03;F;Anápolis;MARACANA;0.00
019691;1928-08-09;F;Anápolis;JUNDIAI;0.00
094140;1948-12-24;F;Anápolis;SAO LOURENCO;250.00
097328;1974-06-24;F;Anápolis;MARACANA;0.00
094977;1976-04-09;F;Anápolis;CAMPO LIMPO;0.00
110257;1990-09-18;F;Anápolis;MARACANA;400.00
094262;1958-11-04;F;Anápolis;MARACANA;400.00
117355;1969-04-09;M;Anápolis;RESIDENCIAL AMERICA;0.00
054616;1977-07-10;F;Anápolis;ALEXANDRINA;0.00
008312;1956-09-16;F;Anápolis;ALEXANDRINA;0.00
042314;1992-12-08;F;Anápolis;RESIDENCIAL PORTAL D;0.00
094183;1974-02-06;F;Anápolis;ADRIANA PARQUE;0.00
047927;1971-04-09;F;Anápolis;MARACANA;0.00
052002;1954-07-22;F;Anápolis;VILA GOIS;650.00
117285;1978-01-01;F;Anápolis;ITAMARATY 2 ETAPA;0.00
118393;1949-04-15;M;Anápolis;OURO VERDE;0.00
116565;1958-12-08;F;Anápolis;OURO VERDE;0.00
021713;1963-05-16;F;Anápolis;ALEXANDRINA;0.00
093967;1976-11-28;F;Anápolis;DOM PEDRO 2;0.00
051428;1972-05-16;F;Anápolis;MARACANA;0.00
113650;1988-09-15;F;Anápolis;JUNDIAI;0.00
119938;0000-00-00;F;Anápolis;ANTONIO FERNANDES;0.00
042294;1967-03-31;F;Anápolis;ALDEIA DOS SONHOS;0.00
104771;1994-03-27;F;Anápolis;BAIRRO DE LOURDES;700.00
092177;1986-08-06;F;Anápolis;JAIARA;0.00
181035;0000-00-00;F;Anápolis;MARACANA;560.00
067430;1950-01-04;F;Anápolis;JANDAIA;0.00
006551;1942-03-28;F;Anápolis;MIRAGE;0.00
090910;1970-03-30;F;Anápolis;BOUGANVILLE;0.00
044684;1976-11-05;F;Anápolis;ITAMARATY 2 ETAPA;0.00
050077;1969-09-06;F;Anápolis;CALIXTOLANDIA;0.00
094994;1975-04-16;F;Anápolis;JAIARA;0.00
057918;1960-06-23;F;Anápolis;ANAPOLIS CITY;0.00
059766;1983-03-23;F;Anápolis;JAIARA;0.00
035914;1980-04-30;F;Anápolis;ALEXANDRINA;600.00
104923;1976-01-07;F;Anápolis;JARDIM DAS OLIVEIRAS;0.00
051729;1977-10-28;F;Anápolis;BANDEIRANTE;0.00
106581;0000-00-00;F;Anápolis;ALEXANIA;0.00
067531;1955-06-06;F;Anápolis;CENTRO;0.00
092770;1969-04-02;F;Anápolis;ITAMARATY;0.00
041694;1973-05-24;F;Anápolis;JARDIM ALEXANDRINA;0.00
049500;1980-11-19;F;Anápolis;JAIARA;300.00
098828;1978-06-21;F;Anápolis;JUNDIAI;0.00
103923;1981-07-09;F;Anápolis;ADRIANA PARQUE;600.00
107066;1978-10-23;F;Anápolis;JAIARA;0.00
092282;1961-04-06;F;Anápolis;JARDIM PROGRESSO;0.00
020394;1953-01-05;F;Anápolis;JARDIM ALEXANDRINA;0.00
050033;1953-11-02;F;Anápolis;JAIARA;0.00
113671;1988-12-12;F;Anápolis;ALEXANDRINA;0.00
004952;0000-00-00;F;Anápolis;PARQUE MICHEL;0.00
105915;1967-12-08;F;Anápolis;ANEXO ITAMARATY;0.00
048331;1968-12-12;F;Anápolis;MARACANA;0.00
048590;1956-09-21;F;Anápolis;PARQUE IRACEMA;0.00
061740;1982-12-10;F;Anápolis;ALEXANDRINA;0.00
052793;1972-04-10;F;Anápolis;ALEXANDRINA;0.00
112649;1992-09-11;F;Anápolis;ALEXANDRINA;0.00
104561;1963-11-30;F;Anápolis;JARDIM SUIÇO;0.00
096197;0000-00-00;F;Anápolis;ARCO VERDE;0.00
113083;1971-08-25;F;Anápolis;LAS PALMAS;0.00
005774;1957-11-09;F;Anápolis;BOUGANVILLE;0.00
095095;1985-09-11;F;Anápolis;SAO JOAQUIM;0.00
054605;0000-00-00;F;Anápolis;JAIARA;0.00
096404;1977-04-18;F;Anápolis;JAIARA;0.00
109233;1972-10-25;F;Anápolis;BOA VISTA;0.00
064094;1989-04-19;F;Anápolis;BOM SUCESSO;0.00
102091;1984-09-06;F;Anápolis;RESIDENCIAL VALE DO;0.00
114996;1988-09-02;M;Anápolis;ALEXANDRINA;0.00
093851;1947-10-15;F;Anápolis;JARDIM DAS AMERICAS;0.00
181015;1992-11-05;M;Anápolis;MARACANA;0.00
108829;1973-10-30;F;Anápolis;NOSSA SENHORA D`ABAD;0.00
098721;1959-06-16;F;Anápolis;SAO CARLOS;0.00
107153;0000-00-00;F;Anápolis;MARACANA;0.00
098217;1985-07-04;F;Anápolis;PARQUE DOS PIRINEUS;0.00
067442;1965-12-10;F;Anápolis;JARDIM PROGRESSO;0.00
098429;1968-03-19;F;Anápolis;ANTONIO FERNANDES;0.00
181036;1986-09-28;F;Anápolis;CIDADE JARDIM;0.00
019290;1976-07-21;F;Anápolis;ALEXANDRINA;0.00
112674;0000-00-00;F;Anápolis;PIRENOPOLIS;0.00
036388;1957-06-04;F;Anápolis;SANTO ANDRE;0.00
054618;1964-10-26;F;Anápolis;ALEXANDRINA;0.00
018823;1949-04-03;F;Anápolis;VILA VERDE;0.00
092743;1984-02-26;F;Anápolis;PARQUE DOS PIRINEUS;0.00
059908;1949-06-01;F;Anápolis;ANAPOLIS CITY 5ª ETA;0.00
108801;1967-02-18;M;Anápolis;CENTRO ANAPOLIS;350.00
106110;1952-01-02;F;Anápolis;MONICA BRAGA;0.00
056773;1980-10-15;F;Anápolis;LAS PALMAS;0.00
049302;0000-00-00;F;Anápolis;SAO JOAQUIM;0.00
104749;1978-06-13;F;Anápolis;JK;0.00
019074;1960-10-12;F;Anápolis;MARACANA;0.00
103872;1975-03-22;F;Anápolis;JARDIM DAS AMERICAS;0.00
181060;1960-08-07;F;Anápolis;ANAPOLIS CITY;0.00
025941;1952-05-02;F;Anápolis;ALEXANDRINA;0.00
113649;1959-10-20;F;Anápolis;RES ANA CAROLINA;500.00
020267;1965-12-01;F;Anápolis;ANEXO ITAMARATY;0.00
097032;1977-12-12;F;Anápolis;SETOR SUL;0.00
067417;1975-06-03;F;Anápolis;JARDIM ALEXANDRINA;0.00
106251;1964-03-10;F;Anápolis;JARDIM ALEXANDRINA;0.00
101520;1966-02-02;F;Anápolis;ITAMARATY 4ª ETAPA;0.00
094709;1968-04-27;F;Anápolis;ITAMARATY 2 ETAPA;550.00
061486;1964-05-04;F;Anápolis;SAO CARLOS;0.00
028264;1973-06-22;F;Anápolis;SANTA ISABEL 1ª ETPA;0.00
098006;1964-03-15;F;Anápolis;CIDADE JARDIM;0.00
038360;1949-01-30;F;Anápolis;BRASILIA;0.00
014873;1960-01-10;F;Anápolis;MARACANA;0.00
025741;1948-11-16;F;Anápolis;JAIARA;0.00
115062;0000-00-00;F;Anápolis;JAIARA;0.00
117395;1982-09-30;F;Anápolis;CALISTOLANDIA;0.00
034854;1955-07-23;F;Anápolis;INDEFINIDO;0.00
092182;1963-11-19;F;Anápolis;JAIARA;0.00
116822;1988-03-03;F;Anápolis;AMERICA RESIDENCIAL;0.00
106420;1954-10-22;F;Anápolis;JARDIM PROGRESSO;0.00
018975;1963-10-29;F;Anápolis;CONJUNTO VILLAGE JAR;0.00
036130;1936-12-15;F;Anápolis;GOIAS;0.00
114405;0000-00-00;F;Anápolis;VILA FORMOSA;0.00
096837;1964-03-20;F;Anápolis;GOIANAPOLIS CIDADE;0.00
119579;1957-10-23;F;Anápolis;RES. PEDRO LUDOVICO;0.00
096087;1984-03-08;F;Anápolis;JARDIM ALVORADA;0.00
103399;1971-02-17;F;Anápolis;SANTA ISABEL 1ª ETPA;0.00
065976;1972-10-18;F;Anápolis;ITAMARATY 4ª ETAPA;0.00
090417;1981-10-18;F;Anápolis;JK NOVA CAPITAL;500.00
092787;1971-03-24;F;Anápolis;VILLA DOS SARGENTOS;0.00
064860;1945-12-22;F;Anápolis;JAIARA;0.00
063618;1976-04-19;F;Anápolis;JARDIM PROGRESSO;0.00
045632;1967-11-22;F;Anápolis;NOSSA SENHORA D`ABAD;0.00
106226;1964-02-24;F;Anápolis;JARDIM ALEXANDRINA;0.00
105264;0000-00-00;F;Anápolis;JAIARA;0.00
031432;1963-05-26;F;Anápolis;ANTONIO FERNANDES;0.00
023259;1946-12-22;F;Anápolis;JUNDIAI;0.00
106332;1972-07-28;F;Anápolis;JARDIM ALEXANDRINA;0.00
112731;1993-02-22;F;Anápolis;JAIARA;0.00
052282;1952-08-20;F;Anápolis;JUNDIAI;0.00
090829;1970-10-28;F;Anápolis;JAIARA;0.00
101440;1966-11-18;F;Anápolis;MARACANANZINHO;0.00
024148;1965-01-15;F;Anápolis;BOA VISTA;0.00
009940;1979-06-04;F;Anápolis;CONJUNTO VILLAGE JAR;0.00
118379;1959-10-14;F;Anápolis;JUNDIAI;0.00
065857;1956-04-26;F;Anápolis;ALEXANDRINA;0.00
019429;1951-11-02;F;Anápolis;JAIARA;0.00
026222;1974-11-30;F;Anápolis;VILA HARMONIA;0.00
043508;1972-08-28;F;Anápolis;ALEXANDRINA;0.00
114153;0000-00-00;F;Anápolis;ANAPOLIS CITY 3ª ETA;3000.00
064410;1968-08-15;F;Anápolis;MARACANA;0.00
105213;1957-02-18;F;Goiás;JUNDIAI;650.00
093903;1932-09-13;F;Anápolis;ANDRACEL CENTER;0.00
055215;1963-09-07;F;Anápolis;JK NOVA CAPITAL;0.00
097715;1957-08-28;F;Anápolis;SANTA MARIA DE NAZAR;0.00
022574;1961-04-25;F;Anápolis;JUNDIAI;0.00
113213;1963-03-23;F;Anápolis;MIRRAGE;0.00
099061;1981-04-23;F;Anápolis;ANAPOLIS CITY;0.00
115539;1947-11-12;M;Anápolis;MARACANA;0.00
112152;0000-00-00;F;Anápolis;MARACANA;0.00
103492;1979-07-12;F;Anápolis;ALEXANDRINA;0.00
059813;1965-04-13;F;Anápolis;PORTO RICO;0.00
047702;1934-09-10;F;Anápolis;CENTRO ANAPOLIS;0.00
043708;1982-07-11;F;Anápolis;SAO JOAQUIM;0.00
027316;1973-07-23;F;Anápolis;MARACANA;0.00
067477;1977-04-25;F;Anápolis;JARDIM BANDEIRANTES;0.00
113107;1947-11-13;F;Anápolis;ITAMARATY;0.00
090913;1978-09-24;F;Anápolis;ALEXANDRINA;0.00
029971;1982-09-17;F;Anápolis;VILA HARMONIA;0.00
104871;1975-04-09;F;Anápolis;SAO CARLOS;0.00
034862;1968-09-21;F;Anápolis;ALEXANDRINA;0.00
108804;1994-05-16;F;Anápolis;ITAMARATY 2 ETAPA;0.00
025289;1977-02-27;F;Anápolis;ALEXANDRINA;0.00
033215;1947-04-07;F;Anápolis;MARACANA;0.00
094464;1959-04-23;F;Anápolis;JARDIM PROGRESSO;0.00
012268;1961-10-25;F;Anápolis;JAIARA;0.00
116167;1996-08-25;F;Anápolis;JARDIM PROGRESSO;0.00
091661;1982-01-04;F;Anápolis;RESIDENCIAL ITATIAIA;0.00
181268;1969-08-08;F;Anápolis;ALEXANDRINA;1900.00
060976;1981-06-29;F;Anápolis;JARDIM BANDEIRANTES;0.00
120417;1995-12-19;F;Anápolis;PARQUE DOS PIRINEUS;0.00
009698;1962-09-23;F;Anápolis;SANTO ANDRE;0.00
022480;1965-01-21;F;Anápolis;MARACANA;0.00
007719;1972-02-08;F;Anápolis;ALEXANDRINA;0.00
045863;1977-08-22;F;Anápolis;JAIARA;700.00
113154;1983-10-25;M;Anápolis;RESIDENCIAL BELA VIS;0.00
055499;1950-02-17;F;Anápolis;ALEXANDRINA;0.00
036711;1972-07-03;F;Anápolis;ALEXANDRINA;0.00
066038;1960-03-25;F;Anápolis;NªSªDA ABADIA;600.00
091134;1980-12-18;F;Anápolis;JARDIM DAS OLIVEIRAS;0.00
091167;1956-09-30;F;Anápolis;MARACANA;0.00
033809;1975-10-11;F;Anápolis;JAIARA;0.00
048215;1964-12-15;F;Anápolis;CASA 2B JUNDIAI;0.00
181293;1963-03-23;M;Anápolis;GOIANAPOLIS;0.00
096122;1983-04-22;F;Anápolis;JUNDIAI;0.00
