DATA;numero_venda;valor;cliente;vendedor;codigo_forma_pagamento
2019-07-17 18:13:10;0500315;139.65;0;100;10
2019-07-17 18:27:28;0500319;65.55;0;100;01
2019-07-17 18:29:32;0500321;188.25;0;100;01
2019-07-17 18:32:11;0500322;108.00;53613;100;08
2019-07-17 18:33:51;0500324;408.00;0;100;09
2019-07-17 18:40:42;0500325;930.90;0;100;09
2019-07-17 18:44:46;0500327;375.00;0;100;09
2019-07-18 08:22:53;0500329;99.00;0;100;01
2019-07-18 08:55:06;0500334;720.00;0;100;01
2019-07-18 08:58:13;0500335;1085.00;36656;075;06
2019-07-18 09:03:55;0500336;106.80;0;100;09
2019-07-18 09:10:01;0500338;216.90;41718;075;12
2019-07-18 09:15:12;0500340;138.00;0;100;09
2019-07-18 10:25:44;0500362;705.00;0;100;09
2019-07-18 09:16:59;0500342;126.00;0;100;01
2019-07-18 09:53:49;0500344;135.00;0;100;01
2019-07-18 10:08:05;0500348;96.00;61475;075;08
2019-07-18 10:08:59;0500349;1165.50;110821;075;13
2019-07-18 11:17:19;0500381;745.00;0;100;10
2019-07-18 10:26:26;0500365;51.90;0;100;10
2019-07-18 11:05:22;0500377;245.00;0;100;01
2019-07-18 11:06:08;0500379;552.00;110821;075;13
2019-07-18 11:31:01;0500390;604.80;0;100;09
2019-07-18 11:20:16;0500383;96.00;105495;075;07
2019-07-18 11:24:13;0500385;241.00;105495;075;12
2019-07-18 11:26:00;0500387;399.99;0;104;10
2019-07-18 12:33:22;0500397;178.20;0;104;01
2019-07-18 11:47:39;0500394;147.00;7714;075;07
2019-07-18 13:34:25;0500400;168.00;0;100;09
2019-07-18 14:09:20;0500405;14.40;0;100;01
2019-07-18 14:51:56;0500411;1472.50;0;100;09
2019-07-18 14:39:35;0500408;62.70;0;100;09
2019-07-18 14:56:22;0500412;55.57;0;100;01
2019-07-18 14:59:21;0500414;107.30;0;100;09
2019-07-18 15:44:08;0500420;15.90;0;100;01
2019-07-18 15:44:32;0500421;74.10;0;100;09
2019-07-18 16:37:32;0500436;760.00;0;100;09
2019-07-18 16:03:49;0500425;363.00;94727;104;13
2019-07-18 16:05:47;0500426;100.80;0;100;09
2019-07-18 16:09:00;0500428;63.50;0;100;01
2019-07-18 16:09:39;0500430;1491.00;119287;104;13
2019-07-18 16:18:21;0500433;408.83;0;100;10
2019-07-18 16:22:39;0500434;1159.20;0;100;09
2019-07-18 16:38:24;0500437;34.20;0;100;10
2019-07-18 16:42:54;0500440;185.40;19691;104;11
2005-01-01 04:37:31;0500443;180.00;55504;104;07
2019-07-18 16:51:00;0500444;148.80;62076;104;07
2019-07-18 17:00:04;0500448;264.60;0;100;01
2019-07-18 17:00:50;0500450;102.60;0;100;01
2019-07-18 17:01:53;0500451;36.48;0;100;01
2019-07-18 17:59:05;0500458;62.40;0;100;01
2019-07-18 17:56:29;0500456;47.02;0;100;10
2019-07-18 18:22:47;0500474;58.51;0;104;01
2019-07-18 18:01:10;0500460;347.40;0;100;09
2019-07-18 18:09:27;0500464;930.00;0;104;01
2019-07-18 18:13:38;0500465;104.02;0;100;10
2019-07-18 18:18:10;0500470;243.00;0;100;09
2019-07-18 18:33:03;0500476;825.60;12296;104;13
2019-07-19 08:37:57;0500482;78.00;0;100;09
2019-07-19 09:00:32;0500484;900.00;0;100;01
2019-07-19 09:10:41;0500485;45.60;0;100;01
2019-07-19 09:41:28;0500488;86.40;0;100;10
2019-07-19 09:43:04;0500489;86.40;0;100;01
2019-07-19 09:59:24;0500493;179.40;0;100;09
2019-07-19 10:00:52;0500494;249.60;0;100;09
2019-07-19 10:06:28;0500496;216.60;0;100;10
2019-07-19 10:40:09;0500509;674.00;116680;042;13
2019-07-19 10:07:42;0500498;62.70;0;100;09
2019-07-19 10:55:29;0500511;86.40;0;100;01
2019-07-19 10:59:54;0500513;135.00;93371;100;09
2019-07-19 11:00:54;0500514;129.00;0;100;09
2019-07-19 11:14:00;0500517;108.30;0;100;10
2019-07-19 11:17:34;0500521;222.00;94140;075;12
2019-07-19 11:24:34;0500524;138.00;100417;075;08
2019-07-19 11:31:07;0500526;189.00;0;100;09
2019-07-19 11:35:51;0500528;99.00;0;100;09
2019-07-19 11:47:12;0500531;256.40;0;100;10
2019-07-19 11:49:04;0500532;417.00;97328;075;08
2019-07-19 12:08:46;0500533;142.20;0;100;09
2019-07-19 12:10:04;0500534;41.32;0;104;09
2019-07-19 12:38:47;0500536;189.00;29054;075;12
2019-07-19 12:51:29;0500541;417.05;0;104;10
2019-07-19 12:42:58;0500538;546.70;0;104;09
2019-07-19 12:46:37;0500539;21.15;0;104;10
2019-07-19 12:52:35;0500542;837.00;0;104;09
2019-07-19 13:02:25;0500544;243.00;43334;075;08
2019-07-19 13:03:57;0500545;285.95;0;104;09
2019-07-19 13:05:18;0500546;4019.70;94977;100;01
2019-07-19 13:42:32;0500558;228.60;93371;100;09
2019-07-19 13:40:10;0500556;99.00;0;104;01
2019-07-19 14:33:39;0500569;148.80;0;100;09
2019-07-19 14:21:15;0500563;90.90;0;100;09
2019-07-19 14:29:43;0500567;179.55;0;100;10
2019-07-19 14:56:13;0500579;430.00;0;100;10
2019-07-19 14:50:14;0500577;242.40;0;100;09
2019-07-19 15:21:08;0500588;11.00;0;075;01
2019-07-19 15:21:25;0500589;295.20;0;100;09
2019-07-19 15:21:45;0500591;49.90;43192;104;09
2019-07-19 15:29:24;0500595;342.60;0;100;09
2019-07-19 15:22:27;0500593;142.50;0;100;09
2019-07-19 15:43:02;0500599;31.80;0;100;01
2019-07-19 16:09:20;0500605;347.13;0;104;10
2019-07-19 16:11:15;0500609;151.20;110257;100;09
2019-07-19 16:10:28;0500608;62.70;0;104;01
2019-07-19 16:25:36;0500610;760.00;0;104;01
2005-01-02 04:14:46;0500611;353.50;49664;104;12
2019-07-19 16:29:04;0500614;231.00;94262;104;11
2019-07-19 16:34:16;0500617;699.00;110257;104;11
2019-07-19 16:35:16;0500619;300.00;0;104;10
2019-07-19 17:01:30;0500628;269.99;0;100;10
2019-07-19 17:34:58;0500633;1300.02;0;104;10
2019-07-19 17:35:31;0500634;561.20;0;100;09
2019-07-19 17:37:16;0500636;156.75;0;104;09
2019-07-19 18:01:32;0500646;240.00;0;100;01
2019-07-19 17:43:15;0500640;264.00;117355;100;11
2019-07-19 17:44:33;0500643;897.00;0;100;09
2019-07-19 18:05:42;0500650;378.00;0;100;09
2019-07-19 18:03:40;0500648;168.00;54616;104;08
2019-07-19 18:21:49;0500654;500.00;0;104;01
2019-07-20 08:13:01;0500657;72.00;0;100;09
2019-07-20 08:46:47;0500659;62.70;0;100;10
2019-07-20 11:11:11;0500697;210.00;0;042;10
2019-07-20 09:11:48;0500662;117.45;0;100;10
2019-07-20 09:13:44;0500663;74.10;0;100;01
2019-07-20 09:42:37;0500667;171.00;8312;042;11
2019-07-20 09:45:58;0500668;65.55;0;042;01
2019-07-20 09:54:41;0500671;280.50;42314;042;12
2019-07-20 09:55:19;0500672;150.00;0;100;01
2019-07-20 09:55:57;0500673;131.10;0;042;10
2019-07-20 10:04:05;0500675;314.92;0;100;10
2019-07-20 10:17:44;0500678;135.20;0;042;09
2019-07-20 10:18:31;0500679;288.00;0;042;09
2019-07-20 10:19:07;0500681;116.80;0;042;09
2019-07-20 10:20:19;0500683;245.10;0;042;01
2019-07-20 10:33:10;0500685;609.00;101814;042;11
2019-07-20 10:33:27;0500686;90.00;91385;042;08
2019-07-20 10:40:57;0500689;177.00;94183;042;08
2019-07-20 12:17:47;0500713;2082.01;0;042;01
2019-07-20 10:55:22;0500692;123.00;0;042;09
2019-07-20 10:56:59;0500694;531.00;18547;042;12
2019-07-20 11:23:45;0500700;205.20;0;042;10
2019-07-20 11:26:05;0500702;14.25;0;042;01
2019-07-20 11:49:39;0500704;485.70;0;042;09
2019-07-20 11:51:51;0500705;30.00;0;042;01
2019-07-20 12:05:56;0500710;391.50;0;042;09
2019-07-20 12:06:29;0500711;515.10;0;042;09
2019-07-20 14:08:39;0500745;975.00;0;042;09
2019-07-20 12:20:14;0500715;79.20;0;042;01
2019-07-20 12:21:47;0500717;503.70;0;042;09
2019-07-20 12:22:57;0500719;147.60;44563;042;09
2019-07-20 12:30:07;0500724;312.60;0;042;09
2019-07-20 12:32:16;0500726;1134.30;0;042;09
2019-07-20 12:33:02;0500727;185.40;0;042;10
2019-07-20 12:40:06;0500729;115.00;0;042;01
2019-07-20 12:41:36;0500730;1108.35;47927;100;12
2019-07-20 12:49:42;0500733;108.00;0;042;01
2019-07-20 12:58:38;0500735;300.00;0;042;09
2019-07-20 13:08:47;0500739;76.00;0;042;01
2019-07-20 13:12:45;0500741;177.00;0;042;09
2019-07-20 13:37:06;0500743;148.80;0;042;09
2019-07-20 15:39:21;0500757;129.60;0;100;01
2019-07-20 15:07:08;0500754;55.20;0;100;01
2019-07-20 15:42:45;0500759;40.80;0;100;01
2019-07-20 15:48:40;0500761;67.20;0;100;01
2019-07-20 16:01:37;0500763;285.60;0;100;10
2019-07-20 16:07:36;0500766;528.00;52002;075;12
2019-07-20 16:12:04;0500769;522.00;117285;075;12
2019-07-20 16:19:14;0500772;116.80;0;100;09
2019-07-22 08:49:18;0500776;7.12;0;100;01
2019-07-22 08:56:04;0500778;39.00;0;100;10
2019-07-22 09:03:46;0500780;54.15;0;100;01
2019-07-22 09:45:36;0500782;310.65;12948;100;10
2019-07-22 10:09:33;0500786;85.50;0;100;10
2019-07-22 10:35:57;0500793;135.00;0;104;10
2019-07-22 10:10:18;0500788;345.00;0;100;09
2019-07-22 10:33:03;0500791;41.32;0;100;01
2019-07-22 10:40:34;0500794;177.00;5351;104;11
2019-07-22 10:53:26;0500797;519.00;15161;104;13
2019-07-22 11:27:34;0500802;22.80;0;104;10
2019-07-22 11:37:10;0500804;537.60;0;104;09
2019-07-22 12:05:46;0500809;454.80;0;100;09
2019-07-22 11:48:21;0500806;126.00;0;042;09
2019-07-23 08:14:01;0500877;75.00;54051;100;07
2019-07-22 12:31:21;0500815;209.40;0;100;01
2019-07-22 12:13:49;0500811;207.60;0;100;09
2019-07-22 12:35:30;0500816;327.00;0;100;09
2019-07-22 13:23:25;0500819;69.60;0;100;01
2019-07-22 13:33:30;0500821;353.40;0;100;10
2019-07-22 13:35:32;0500823;27.07;0;104;01
2019-07-22 13:56:07;0500829;1692.60;0;104;09
2019-07-22 14:39:29;0500831;48.00;0;104;10
2019-07-22 15:11:58;0500833;240.00;0;104;09
2019-07-22 15:13:46;0500835;179.50;0;104;01
2019-07-22 15:25:47;0500839;378.00;118393;075;12
2019-07-22 15:29:35;0500840;140.00;49664;104;01
2019-07-22 15:30:04;0500841;22.00;0;100;01
2019-07-22 15:30:55;0500842;660.00;116565;075;12
2019-07-22 16:07:22;0500851;1735.50;21713;075;06
2019-07-22 15:44:13;0500846;161.10;0;100;01
2019-07-22 15:49:24;0500848;135.00;93967;075;08
2019-07-22 16:28:29;0500853;714.15;0;104;09
2019-07-22 16:31:06;0500854;106.80;21713;104;09
2019-07-22 16:42:24;0500857;135.30;0;100;10
2019-07-22 16:47:12;0500859;255.00;0;100;09
2019-07-22 16:54:03;0500861;200.00;51428;100;10
2019-07-22 17:09:28;0500864;29.90;0;100;01
2019-07-22 18:18:45;0500872;3406.22;0;104;09
2019-07-22 18:47:58;0500874;1174.66;0;104;01
2019-07-23 08:33:51;0500880;492.00;99226;100;13
2019-07-23 08:56:45;0500882;204.00;94250;075;12
2019-07-23 08:57:45;0500883;963.00;113650;075;13
2019-07-23 09:40:25;0500884;39.90;0;075;01
2019-07-23 09:42:39;0500886;609.00;119938;100;13
2019-07-23 10:05:55;0500890;94.05;0;075;10
2019-07-23 10:13:07;0500900;37.80;0;100;01
2019-07-23 11:02:32;0500939;347.70;0;100;09
2019-07-23 10:50:54;0500936;119.70;0;100;10
2019-07-23 10:48:34;0500935;333.60;0;100;09
2019-07-23 10:32:12;0500930;90.00;0;100;01
2019-07-23 11:04:22;0500940;111.15;0;100;09
2019-07-23 12:09:22;0500949;156.00;42294;075;11
2019-07-23 11:39:40;0500944;273.00;44702;075;12
2019-07-23 12:32:17;0500951;2820.00;61881;100;13
2019-07-23 12:44:58;0500953;2739.00;61881;075;13
2019-07-23 12:52:56;0500955;42.75;0;100;01
2019-07-23 13:01:31;0500957;177.60;0;100;01
2019-07-23 13:17:15;0500959;147.60;0;100;01
2019-07-23 13:29:09;0500961;94.05;90736;075;07
2019-07-23 13:58:14;0500966;131.10;0;100;01
2019-07-23 14:13:14;0500968;139.65;0;100;01
2019-07-23 14:20:06;0500970;64.80;0;100;01
2019-07-23 14:31:04;0500972;39.90;0;100;01
2019-07-23 14:34:52;0500974;48.50;0;100;01
2019-07-23 15:02:35;0500982;503.50;0;100;09
2019-07-23 16:12:30;0501001;303.60;0;100;09
2019-07-23 15:16:10;0500984;966.00;36953;075;06
2019-07-23 15:45:52;0500995;7.20;0;100;01
2019-07-23 15:22:48;0500988;590.00;0;100;01
2019-07-23 15:23:19;0500989;31.35;0;100;01
2019-07-23 15:44:06;0500993;252.45;36456;100;09
2019-07-23 16:17:37;0501003;336.00;104771;100;09
2019-07-23 16:20:41;0501004;99.00;0;100;10
2019-07-23 16:35:50;0501006;253.80;0;100;09
2019-07-23 16:42:27;0501007;440.00;92177;100;09
2019-07-23 16:49:38;0501010;61.00;45710;100;06
2019-07-23 17:20:31;0501016;37.05;0;100;10
2019-07-23 17:22:33;0501018;42.75;0;100;01
2019-07-23 17:25:41;0501020;169.20;0;100;09
2019-07-23 17:36:42;0501022;72.90;40700;100;06
2019-07-23 17:42:05;0501023;34.20;0;100;10
2019-07-23 18:03:09;0501029;151.20;0;100;10
2019-07-24 09:17:05;0501046;105.00;0;100;10
2019-07-24 09:15:49;0501044;109.00;32396;100;08
2019-07-23 18:05:59;0501031;33.00;101838;075;06
2019-07-23 18:06:46;0501033;255.00;0;100;09
2019-07-23 18:14:54;0501035;573.00;181035;075;13
2019-07-24 09:42:21;0501051;129.00;67430;100;08
2019-07-24 10:01:00;0501054;31.35;0;100;09
2019-07-24 10:14:48;0501057;105.00;51795;100;07
2019-07-24 10:16:21;0501058;34.00;0;100;01
2019-07-24 10:19:33;0501062;264.00;0;100;09
2019-07-24 10:24:23;0501064;93.00;0;100;09
2019-07-24 10:26:33;0501066;81.60;0;100;09
2019-07-24 10:27:40;0501068;213.00;6551;100;11
2019-07-24 11:20:28;0501074;590.00;0;104;09
2019-07-24 10:35:45;0501071;116.80;0;100;10
2019-07-24 10:42:02;0501073;252.00;0;104;09
2019-07-24 11:24:35;0501076;18.00;0;104;01
2019-07-24 12:06:55;0501079;172.80;0;104;09
2019-07-24 12:36:12;0501084;630.65;0;104;10
2019-07-24 13:38:25;0501094;174.50;0;100;01
2019-07-24 12:39:21;0501087;44.70;116219;104;01
2019-07-24 12:42:13;0501088;69.80;0;104;10
2019-07-24 12:45:58;0501090;102.60;0;104;10
2019-07-24 12:49:33;0501093;1608.00;116219;104;13
2019-07-24 13:51:51;0501096;900.00;0;100;09
2019-07-24 14:29:29;0501102;1000.35;0;104;10
2019-07-24 14:46:35;0501104;62.70;0;100;01
2019-07-24 15:19:03;0501116;330.00;90910;100;08
2019-07-24 14:52:19;0501109;342.00;0;100;09
2019-07-24 15:14:37;0501113;451.70;0;100;10
2019-07-24 15:19:09;0501117;146.97;0;100;01
2019-07-24 17:03:30;0501139;468.00;0;100;10
2019-07-24 16:14:10;0501133;64.80;0;104;01
2019-07-24 16:18:37;0501136;7.50;0;104;01
2019-07-24 16:20:53;0501138;946.00;0;100;01
2019-07-24 17:15:47;0501143;99.00;0;100;09
2019-07-24 17:16:40;0501146;135.20;0;100;09
2019-07-24 17:18:11;0501148;138.90;0;100;10
2019-07-24 17:20:21;0501150;48.00;0;100;09
2019-07-24 17:32:24;0501156;211.00;0;100;01
2019-07-24 17:23:34;0501153;54.15;0;100;01
2019-07-24 17:33:13;0501157;630.00;44684;100;11
2019-07-24 17:41:53;0501161;75.60;0;100;10
2019-07-25 08:57:49;0501172;327.60;50077;104;09
2019-07-24 18:05:08;0501166;75.60;0;100;09
2019-07-25 09:04:38;0501175;539.50;37758;042;13
2019-07-25 09:05:19;0501176;435.60;0;104;01
2019-07-25 09:21:36;0501181;219.00;112374;104;12
2019-07-25 09:31:28;0501184;95.40;0;104;09
2019-07-25 09:37:50;0501186;23.40;0;104;01
2019-07-25 09:44:36;0501188;273.60;0;104;09
2019-09-28 12:54:30;0507332;259.20;0;104;10
2019-07-25 10:19:05;0501192;188.10;0;100;01
2019-07-25 10:21:35;0501194;107.80;0;104;09
2019-07-25 10:25:01;0501195;111.15;0;104;10
2019-07-25 10:28:01;0501196;894.90;0;100;10
2019-07-25 10:39:21;0501197;411.60;0;100;09
2019-07-25 10:40:14;0501198;219.60;0;100;10
2019-07-25 10:41:02;0501200;48.60;0;100;01
2019-07-25 11:24:20;0501206;322.00;94994;100;13
2019-07-25 11:04:49;0501203;1803.00;57918;100;13
2019-07-25 11:46:02;0501211;379.50;0;100;01
2019-07-25 12:09:37;0501217;55.57;0;100;01
2019-07-25 12:41:12;0501219;312.60;59766;100;09
2019-07-25 13:03:16;0501224;159.00;0;075;01
2019-07-25 13:11:29;0501226;471.75;35914;042;13
2019-07-25 13:33:28;0501229;57.60;0;100;09
2019-07-25 13:35:48;0501231;158.40;0;100;09
2019-07-25 13:39:02;0501233;119.10;37963;100;01
2019-07-25 13:40:09;0501235;75.00;36104;042;07
2019-07-25 13:50:53;0501237;106.80;0;100;10
2019-07-25 14:36:59;0501256;427.80;0;100;09
2019-07-25 14:38:14;0501257;79.80;0;100;01
2019-07-25 14:39:25;0501259;187.20;0;100;09
2019-07-25 15:05:04;0501263;123.00;0;100;09
2019-07-25 17:11:02;0501293;658.35;0;100;09
2019-07-25 15:13:18;0501265;64.12;0;100;01
2019-07-25 15:22:34;0501267;111.00;0;100;01
2019-07-25 15:33:32;0501269;45.00;0;100;10
2019-07-25 15:35:02;0501270;513.45;0;100;09
2019-07-25 15:49:28;0501275;426.00;110347;075;12
2019-07-25 16:10:55;0501278;135.00;0;100;01
2019-07-25 16:11:46;0501279;270.00;104923;075;11
2019-07-25 16:13:17;0501280;1362.00;0;100;09
2019-07-25 16:16:19;0501283;37.05;0;100;01
2019-07-25 16:31:50;0501287;208.05;0;100;10
2019-07-25 16:28:33;0501285;162.45;0;100;01
2019-07-25 16:38:56;0501289;55.20;0;100;10
2019-07-25 16:52:35;0501291;205.80;0;100;09
2019-07-25 17:21:48;0501295;153.00;60317;075;08
2019-07-25 17:31:47;0501297;8.55;0;100;01
2019-07-25 17:32:07;0501298;423.00;92594;075;11
2019-07-25 18:33:56;0501311;475.00;39773;075;11
2019-07-25 18:03:29;0501302;7800.00;51729;100;01
2019-07-27 08:50:30;0501316;41.32;0;100;09
2019-07-27 08:52:49;0501318;43.00;0;100;01
2019-07-27 09:10:33;0501320;7.50;0;100;01
2019-07-27 09:21:02;0501322;82.50;0;100;09
2019-07-27 09:36:09;0501327;38.47;106581;100;01
2019-07-27 09:32:24;0501325;153.90;0;100;10
2019-07-27 09:38:44;0501329;2646.00;67531;100;01
2019-07-27 09:45:25;0501330;498.00;99039;075;11
2019-07-27 09:51:16;0501332;300.00;0;100;10
2019-07-27 09:52:55;0501333;348.00;0;100;09
2019-07-27 09:54:33;0501334;16.80;0;100;01
2019-07-27 09:56:08;0501336;160.50;0;100;09
2019-07-27 10:19:17;0501341;106.80;0;100;09
2019-07-27 10:40:11;0501353;72.22;0;100;09
2019-07-27 10:20:58;0501345;130.00;0;100;01
2019-07-27 10:32:08;0501350;219.60;0;100;10
2019-07-27 10:26:46;0501348;344.50;0;100;09
2019-07-27 10:42:21;0501355;292.90;0;100;09
2019-07-27 10:58:18;0501358;180.00;0;100;09
2019-07-27 11:04:48;0501360;93.00;0;100;01
2019-07-27 11:06:15;0501361;153.00;0;100;01
2019-07-27 11:07:37;0501362;819.88;0;100;10
2019-07-27 11:26:12;0501368;36.00;92770;092;06
2019-07-27 11:51:44;0501372;267.00;2888;092;12
2019-07-27 11:52:18;0501373;110.70;0;100;10
2019-07-27 12:03:06;0501377;397.80;0;100;09
2019-07-27 12:02:58;0501376;1139.21;0;100;01
2019-07-27 12:06:35;0501379;474.00;0;100;09
2019-07-27 12:25:16;0501387;444.00;65603;075;12
2019-07-27 12:15:12;0501382;49.90;0;075;01
2019-07-27 12:18:19;0501385;166.27;0;100;09
2019-07-27 12:36:01;0501390;742.50;0;100;09
2019-07-27 12:40:58;0501391;82.65;0;100;09
2019-07-27 12:45:41;0501394;25.65;0;100;09
2019-07-27 12:47:01;0501397;117.00;108639;075;08
2019-07-27 12:49:22;0501399;66.00;0;100;09
2019-07-27 12:59:43;0501401;52.80;0;100;01
2019-07-27 13:04:46;0501403;339.00;61041;075;13
2019-07-27 13:17:54;0501405;400.00;0;100;09
2019-07-27 14:02:34;0501407;552.00;101838;075;13
2019-07-27 14:05:51;0501409;36.00;0;100;09
2019-07-27 14:06:54;0501410;130.80;0;100;09
2019-07-27 15:16:59;0501413;56.77;0;100;10
2019-07-27 15:42:36;0501415;561.87;0;100;01
2019-07-27 15:55:08;0501417;504.20;0;100;09
2019-07-27 16:14:30;0501419;557.00;0;100;10
2019-07-27 16:54:28;0501421;1782.00;51670;075;13
2019-07-29 09:27:27;0501423;177.00;0;100;01
2019-07-29 09:28:25;0501424;59.00;0;100;01
2019-07-29 09:28:53;0501425;59.85;0;100;10
2019-07-29 09:36:10;0501427;47.88;0;100;01
2019-10-16 17:12:46;0509205;718.50;41694;104;12
2019-07-29 10:27:44;0501436;564.30;0;100;10
2019-07-29 10:26:54;0501434;138.00;0;100;09
2019-07-29 11:04:51;0501446;408.00;49500;100;13
2019-07-29 11:06:36;0501447;99.00;0;104;09
2019-07-29 14:31:13;0501467;660.00;98828;100;13
2019-07-29 11:18:37;0501449;57.00;0;104;10
2019-07-29 13:41:16;0501456;39.90;0;104;10
2019-07-29 13:59:30;0501459;68.40;0;104;09
2019-07-29 14:00:12;0501460;1836.00;0;100;09
2019-07-29 14:08:40;0501462;55.20;0;104;01
2019-07-29 14:44:03;0501473;211.90;0;042;01
2019-07-29 14:42:20;0501470;37.05;0;042;01
2019-07-29 14:50:22;0501475;108.00;103923;104;07
2019-07-29 14:51:43;0501476;79.80;0;042;01
2019-07-29 15:00:32;0501478;31.35;0;042;09
2019-07-29 15:17:12;0501482;59.85;0;042;09
2019-07-29 16:35:56;0501493;33.00;0;100;10
2019-07-29 15:39:21;0501485;137.27;0;042;10
2019-07-29 15:46:03;0501487;11.40;0;042;01
2019-07-29 15:53:42;0501488;1125.35;0;042;09
2019-07-29 16:11:20;0501490;210.00;92635;100;11
2019-07-29 16:40:07;0501496;80.00;0;100;10
2019-07-29 16:39:03;0501495;228.00;107066;042;12
2019-07-29 17:37:45;0501512;38.47;0;100;09
2019-07-29 16:50:18;0501500;99.00;106206;042;07
2019-07-29 17:17:52;0501503;565.01;0;100;10
2019-07-29 17:19:36;0501504;367.50;110293;100;06
2019-07-29 17:26:54;0501507;196.00;0;100;09
2019-07-30 09:06:47;0501524;82.65;0;100;01
2019-07-29 17:52:26;0501517;43.20;47790;100;06
2019-07-29 17:39:58;0501515;88.20;0;100;09
2019-07-29 17:56:24;0501519;522.00;92282;100;12
2019-07-29 18:08:22;0501521;950.00;0;100;10
2019-07-30 09:26:14;0501529;102.60;0;100;10
2019-07-30 09:29:14;0501531;103.50;0;100;09
2019-07-30 09:45:46;0501532;11.40;0;100;01
2019-07-30 10:08:15;0501535;312.00;20394;042;12
2019-07-30 10:29:26;0501540;24.22;0;042;09
2019-07-30 10:35:01;0501542;296.64;0;042;09
2019-07-30 10:54:55;0501551;1300.00;0;042;09
2019-07-30 10:49:59;0501550;3600.00;0;042;01
2019-07-30 11:26:31;0501556;288.00;65221;075;08
2019-07-30 11:52:21;0501559;494.40;0;104;01
2019-07-30 13:56:52;0501577;498.75;0;139;01
2019-07-30 13:21:42;0501566;144.00;0;104;09
2019-07-30 13:43:40;0501572;597.00;0;139;09
2019-07-30 13:57:15;0501579;114.00;0;139;09
2019-07-30 14:00:11;0501582;462.00;0;139;09
2019-07-30 14:22:30;0501589;46.00;0;139;09
2019-07-30 14:11:50;0501587;114.00;50033;139;09
2019-07-30 14:32:18;0501592;136.00;113671;100;07
2019-07-30 14:56:51;0501599;450.00;32892;104;01
2019-07-30 14:51:25;0501595;123.00;119141;100;08
2019-07-30 15:01:00;0501601;39.90;0;104;01
2019-07-30 15:08:17;0501604;309.00;4952;100;08
2019-07-30 15:13:16;0501606;38.47;0;104;09
2019-07-30 15:17:27;0501608;131.10;0;104;10
2019-07-30 15:22:44;0501610;189.80;0;104;10
2019-07-30 15:28:31;0501612;840.00;0;104;09
2019-07-30 15:39:45;0501616;276.00;49656;100;12
2019-07-30 15:41:49;0501618;810.00;102010;075;11
2019-07-30 15:45:22;0501619;39.90;0;100;10
2019-07-30 15:56:15;0501627;633.00;105915;075;13
2019-07-30 15:50:13;0501623;76.95;0;100;10
2019-07-30 16:00:12;0501629;72.00;0;100;09
2019-07-30 16:01:06;0501631;138.00;0;100;09
2019-07-30 16:28:40;0501633;390.00;48331;042;13
2019-07-30 16:49:11;0501636;163.20;19691;104;12
2019-07-30 16:51:49;0501637;202.34;0;100;01
2019-07-30 16:52:08;0501638;466.75;0;100;10
2019-07-30 17:08:01;0501643;624.00;16833;104;13
2019-07-30 16:54:36;0501641;101.30;0;100;01
2019-07-30 17:18:50;0501655;877.20;0;100;09
2019-07-30 17:19:56;0501656;38.47;0;100;10
2019-07-30 17:37:04;0501659;39.70;0;100;01
2019-07-30 17:38:58;0501661;1368.50;48590;100;13
2019-08-01 09:41:37;0501669;59.85;0;100;10
2019-08-01 09:48:31;0501673;354.00;97623;075;07
2019-08-01 10:14:55;0501678;19.95;0;100;01
2019-08-01 10:17:13;0501680;124.20;0;100;01
2019-08-01 10:30:05;0501682;607.00;4488;075;13
2019-08-01 10:53:35;0501685;786.70;0;100;01
2019-08-01 12:15:16;0501690;326.10;0;104;01
2019-08-01 13:20:41;0501692;560.50;61740;075;13
2019-08-01 13:20:57;0501693;37.05;0;104;01
2019-08-01 14:14:36;0501697;3254.95;0;100;01
2019-08-01 14:38:35;0501709;396.15;0;100;01
2019-08-01 15:27:02;0501724;598.50;55508;100;09
2019-08-02 08:26:59;0501764;70.00;104737;100;01
2019-08-01 15:07:09;0501715;206.00;0;100;09
2019-08-01 15:28:24;0501725;460.15;0;100;10
2019-08-01 15:11:34;0501718;19.95;0;100;01
2019-08-01 15:37:55;0501728;210.00;0;100;01
2019-08-01 15:54:11;0501735;236.55;0;100;01
2019-08-01 16:01:17;0501737;130.50;0;100;10
2019-08-01 16:07:40;0501740;1162.50;0;100;09
2019-08-01 16:08:19;0501741;58.90;0;100;01
2019-08-01 16:27:47;0501745;51.30;12296;104;09
2019-08-01 16:29:50;0501747;108.00;52793;100;08
2019-08-01 16:50:48;0501750;59.85;0;100;09
2019-08-01 17:13:24;0501752;36.00;0;100;01
2019-08-01 17:24:57;0501754;31.35;0;104;01
2019-08-01 18:23:18;0501762;55.00;0;104;09
2019-08-01 17:32:33;0501756;96.90;0;104;01
2019-08-01 17:37:56;0501759;114.50;0;104;01
2019-08-02 09:07:04;0501766;264.00;111950;075;11
2019-08-02 09:09:52;0501767;51.30;0;100;09
2019-08-02 09:55:48;0501773;367.20;0;100;09
2019-08-02 10:48:34;0501788;1073.40;0;100;09
2019-08-02 09:36:13;0501772;178.00;0;104;01
2019-08-02 10:34:28;0501784;11.40;0;100;10
2019-08-02 11:12:53;0501790;59.85;0;100;01
2019-08-02 12:10:30;0501792;262.20;0;100;01
2019-08-02 12:18:18;0501797;283.50;0;100;09
